mu_-0.01,mu_-0.015,mu_-0.02,mu_-0.025,mu_-0.03
66,10,11,40,17
31,98,44,58,9
17,17,73,73,29
87,33,63,56,19
25,19,4,60,30
36,73,97,5,9
150,111,90,30,32
32,100,29,9,2
15,1,44,66,44
63,45,8,52,33
35,165,36,18,9
11,54,38,26,52
55,5,52,3,121
211,32,4,124,43
70,10,12,23,38
56,20,0,9,78
31,2,27,25,49
69,21,25,43,56
37,23,120,5,22
15,28,67,25,17
52,43,84,17,2
27,6,36,11,14
38,61,3,6,28
58,34,6,15,22
34,50,83,48,40
199,7,11,0,2
91,65,18,4,60
31,109,39,37,24
14,64,18,14,45
25,56,79,11,0
104,38,9,0,72
64,104,5,59,19
25,47,4,59,11
101,105,3,64,92
12,67,71,120,10
73,12,0,0,6
50,79,56,20,102
86,16,13,64,85
50,26,9,33,3
39,20,62,137,51
29,49,1,89,11
81,72,6,10,50
111,85,35,16,21
28,2,39,16,37
136,1,25,44,43
100,63,28,21,40
5,3,35,9,0
101,76,4,69,15
44,3,36,10,24
10,10,72,2,28
37,47,78,76,5
27,30,6,36,35
7,25,51,3,12
60,22,71,11,59
92,10,31,131,46
4,47,38,31,25
31,20,131,61,14
99,17,66,24,11
22,9,82,84,56
34,23,81,2,21
8,8,58,5,6
40,37,56,4,13
136,80,153,6,7
100,36,168,57,1
123,26,49,94,30
130,33,40,52,17
2,7,12,13,3
1,12,112,185,27
99,27,36,30,39
81,1,4,15,32
40,113,64,69,3
0,17,75,70,31
30,22,114,10,11
17,41,66,54,17
37,35,67,19,4
23,37,32,37,3
60,57,15,9,34
64,5,58,91,43
4,75,85,58,11
28,66,0,102,15
30,61,60,20,47
82,91,78,27,3
8,5,4,96,33
38,8,7,5,7
65,13,0,105,13
33,110,102,25,9
133,46,43,33,4
19,10,5,61,82
27,37,56,80,86
94,86,9,76,50
14,59,37,30,9
18,150,34,177,48
33,33,1,40,61
90,55,41,25,34
24,16,47,20,2
77,52,42,55,10
17,31,50,21,6
98,62,10,40,24
21,14,29,62,31
123,8,23,20,16
129,63,13,37,65
84,43,16,30,16
26,47,25,28,4
33,36,7,69,42
14,33,134,111,11
53,17,12,29,17
52,63,38,40,27
181,51,29,11,4
47,121,81,14,31
64,68,47,43,9
44,11,4,35,23
27,10,66,29,101
28,42,48,38,9
39,25,23,63,28
11,17,10,4,8
96,4,0,6,2
15,0,10,34,15
116,177,35,23,18
71,121,28,4,0
140,37,54,9,6
14,6,14,36,8
54,104,14,17,32
47,112,52,5,27
113,57,9,12,1
30,5,20,11,6
34,8,1,5,19
13,19,29,79,64
33,151,52,88,34
21,2,17,39,15
33,52,52,74,7
5,38,156,27,47
28,30,36,35,10
207,13,25,43,27
67,29,58,35,36
23,15,70,69,29
29,9,11,22,33
18,38,62,9,50
104,5,0,112,1
54,106,60,46,30
66,52,1,13,1
115,15,52,33,25
69,77,31,3,27
47,124,17,30,29
183,85,5,45,7
83,85,27,5,51
95,23,10,28,164
54,7,32,0,0
30,78,121,5,9
5,111,32,3,15
55,44,11,55,12
48,6,17,29,40
78,59,38,18,16
23,53,29,12,38
105,9,60,57,6
6,36,10,21,15
3,42,41,133,26
80,96,7,47,44
190,98,49,0,93
10,18,26,17,24
98,40,21,8,122
11,65,21,5,2
122,6,1,1,8
18,161,31,9,17
57,35,20,7,62
83,6,14,71,10
65,140,20,42,55
36,68,23,12,46
206,74,34,35,18
4,88,108,141,39
61,7,22,73,0
18,36,12,78,17
46,115,64,13,14
82,66,52,66,28
47,6,9,24,16
1,17,43,67,61
16,2,81,30,0
35,29,8,47,11
87,51,4,14,154
22,135,6,75,99
45,109,89,108,0
14,80,40,7,10
41,4,14,23,75
31,113,113,17,17
48,74,42,30,18
102,40,29,28,21
56,9,124,31,28
13,27,33,9,77
13,1,169,0,30
5,28,14,3,0
170,44,13,5,47
46,16,7,70,8
72,98,64,0,114
124,2,9,5,41
16,64,80,38,3
72,24,66,30,49
81,36,24,115,8
111,34,108,123,40
33,52,45,25,13
206,3,37,83,19
25,1,5,70,5
68,36,32,41,32
15,23,10,30,30
55,63,157,21,9
102,61,61,73,22
36,16,10,86,30
83,10,63,0,88
27,70,76,28,26
43,47,12,66,116
142,53,166,28,14
26,56,97,64,21
61,19,77,41,18
10,11,3,2,50
36,4,15,133,62
30,48,2,44,26
68,4,15,23,120
73,151,17,3,26
74,32,64,146,112
21,12,90,1,12
53,1,20,32,16
45,95,104,25,3
8,98,8,43,32
66,5,151,53,1
152,50,60,28,3
166,133,100,37,1
58,107,76,5,4
39,23,30,0,23
55,16,3,2,15
84,33,44,75,22
109,41,18,13,14
86,65,46,92,24
16,88,0,20,44
22,14,58,0,9
61,44,14,41,25
29,1,49,37,31
9,137,38,4,42
24,3,50,11,106
77,63,50,5,15
100,45,36,31,30
0,37,13,2,21
69,133,38,25,13
32,20,4,44,17
50,9,43,6,32
29,150,4,12,22
19,1,106,52,35
87,80,3,50,18
18,1,26,30,40
111,49,16,4,50
101,74,78,16,67
58,20,1,26,128
28,68,24,58,26
83,32,29,60,5
10,4,4,8,21
29,9,23,28,15
91,76,5,91,13
62,66,46,30,115
13,15,135,13,7
43,19,11,70,74
7,125,16,50,124
97,49,114,0,86
31,48,8,57,32
12,0,3,16,134
2,96,99,76,59
71,21,128,9,3
140,12,87,8,6
41,2,2,13,98
131,104,44,25,2
7,45,25,16,6
6,1,27,22,89
95,102,121,10,10
3,112,24,47,50
82,54,78,117,17
61,80,0,7,43
111,23,32,67,4
107,59,44,2,76
67,59,7,33,7
76,19,19,62,4
7,23,9,16,31
13,58,21,5,12
159,4,19,46,8
34,52,30,19,29
82,22,9,103,7
75,62,8,28,30
33,12,46,17,103
43,60,2,29,14
144,25,87,219,15
63,32,15,1,10
10,20,61,1,26
170,20,112,31,27
32,199,63,12,12
12,82,15,32,58
37,12,53,44,35
41,88,66,94,46
19,29,73,17,4
185,39,138,27,64
115,73,31,14,40
140,2,17,8,14
18,24,4,27,22
48,107,12,89,28
11,40,71,53,163
7,26,4,60,44
14,8,149,27,41
138,178,7,6,50
13,60,48,6,36
22,58,34,50,17
80,82,59,70,5
10,86,12,48,6
74,121,19,8,30
50,18,43,126,38
60,19,55,36,11
95,4,21,43,16
28,74,0,141,0
84,66,2,30,27
17,89,10,10,11
69,15,57,89,51
36,63,31,20,11
21,22,34,55,35
20,9,15,97,33
49,119,48,28,16
81,15,101,29,3
52,2,25,2,49
94,190,40,2,32
12,5,35,128,8
18,60,74,51,97
7,48,2,5,4
26,5,46,3,19
88,41,9,19,15
27,144,92,24,49
17,28,124,109,24
57,43,42,76,6
0,44,13,161,52
32,2,118,1,2
50,93,45,5,92
5,103,48,45,0
37,41,6,113,108
26,18,71,18,48
22,33,126,19,56
42,18,49,8,0
75,46,42,17,1
75,40,92,0,24
23,44,84,19,3
24,27,79,25,22
4,108,33,8,44
9,23,29,5,59
65,75,22,42,39
2,20,43,2,8
71,32,2,8,43
29,25,39,29,5
163,22,48,7,21
27,14,2,19,72
7,15,62,104,62
46,21,3,31,8
177,65,29,4,4
27,31,77,46,39
97,16,33,51,12
13,40,69,45,3
62,100,12,52,30
24,45,39,41,12
152,38,7,38,12
59,85,15,40,30
36,86,74,10,41
33,96,33,70,16
28,16,2,33,14
106,7,14,16,33
66,10,82,87,30
41,69,46,65,70
19,64,41,20,14
3,28,5,4,6
38,28,14,28,12
10,40,41,63,18
68,18,56,21,13
52,20,80,39,6
14,34,39,20,5
20,81,29,1,113
30,9,10,97,34
27,28,32,36,32
17,12,68,4,23
4,98,34,9,3
5,18,5,18,23
14,33,0,0,22
41,43,5,28,7
62,10,105,24,77
107,13,95,6,36
10,23,100,3,136
65,122,99,50,1
18,19,60,68,9
16,52,16,39,119
47,21,14,44,5
82,116,74,46,18
6,77,34,8,49
48,26,93,33,30
121,11,16,68,0
9,32,12,75,20
45,8,66,26,100
13,6,13,25,28
66,6,15,1,42
25,129,8,5,36
40,17,186,66,2
63,45,42,21,25
61,1,16,50,53
0,88,48,8,9
18,75,44,7,5
36,143,47,79,12
88,4,22,35,22
48,42,209,16,82
97,65,41,8,84
19,66,45,8,92
99,74,75,93,14
8,50,100,55,4
40,77,69,15,8
8,7,27,5,13
65,57,12,7,14
171,19,2,15,10
109,24,22,16,91
64,43,27,5,0
60,75,1,8,6
23,23,37,24,7
11,17,45,29,13
52,24,20,13,26
51,36,90,5,25
18,2,137,7,62
69,57,52,24,5
45,28,93,46,18
49,45,139,26,99
17,32,52,31,10
58,63,25,21,17
11,120,22,35,59
14,87,14,50,8
24,35,32,12,12
66,1,6,5,46
49,14,23,31,13
47,2,104,78,73
6,67,17,5,35
84,68,86,39,17
6,39,45,14,23
27,107,22,3,16
80,5,16,24,11
102,23,9,0,26
73,149,1,57,47
43,1,99,45,70
45,38,67,117,84
91,27,24,8,32
2,7,20,12,10
6,70,1,1,17
13,51,14,44,5
5,52,57,97,5
10,0,1,7,53
71,75,0,68,9
68,49,24,1,8
8,0,63,8,18
112,15,38,11,11
76,110,5,22,43
35,10,2,31,4
136,42,30,25,70
50,22,4,38,9
1,130,26,2,40
81,6,37,30,11
9,14,21,22,29
22,82,48,44,10
19,172,33,56,17
97,4,11,28,50
79,53,86,17,30
29,41,61,40,17
44,84,18,111,11
61,42,58,22,15
31,92,83,28,60
50,61,57,28,10
69,73,20,57,2
30,0,24,70,2
74,92,4,34,0
15,114,75,28,51
10,32,46,9,8
42,62,26,42,45
15,4,135,9,0
8,21,16,53,88
32,1,18,15,10
155,9,1,14,16
1,23,16,12,23
46,63,37,15,29
12,64,38,49,14
90,83,22,50,39
5,86,6,23,12
44,69,50,23,7
25,14,41,10,19
148,49,40,29,42
25,93,28,61,153
109,53,12,16,69
41,164,31,31,9
17,27,1,89,84
29,2,60,124,9
15,33,10,21,34
133,14,40,20,11
14,34,22,28,8
20,55,24,40,134
101,5,22,8,49
88,12,47,77,124
4,61,4,49,52
27,44,20,48,27
83,6,81,0,58
57,60,5,35,4
5,13,174,28,1
63,64,35,16,1
1,18,10,17,31
46,90,17,17,52
14,56,50,17,49
16,2,16,48,10
8,36,23,238,11
55,31,23,12,81
57,7,65,35,7
129,10,75,70,9
42,51,72,14,121
23,50,9,41,16
88,83,1,15,8
59,55,20,35,18
48,67,23,56,147
104,5,15,152,30
39,29,32,69,47
121,12,64,25,35
87,24,1,40,125
0,115,61,18,29
51,71,42,15,8
102,33,14,50,92
35,33,3,102,17
72,35,0,4,81
1,6,85,22,1
17,29,92,16,45
29,10,57,4,48
10,6,69,36,38
160,26,47,50,9
37,29,36,18,12
19,2,122,124,65
35,37,17,72,21
30,33,49,4,29
22,3,8,6,19
13,23,107,14,53
73,25,24,2,25
110,71,13,61,45
100,17,32,41,7
88,5,2,61,13
74,70,7,112,98
12,7,20,3,18
4,50,80,32,3
55,81,36,20,39
39,64,24,19,22
15,2,22,21,57
9,14,25,103,26
74,7,24,24,40
22,3,149,5,17
26,33,31,6,47
40,12,28,9,16
54,26,32,20,9
25,2,131,0,51
43,99,101,2,51
2,54,114,6,18
76,97,38,53,25
119,14,3,12,131
83,35,29,11,1
31,19,36,10,7
7,41,21,37,24
14,26,57,10,72
66,19,48,5,57
116,0,2,17,55
2,13,145,10,56
51,3,42,39,20
19,72,2,16,25
80,2,70,56,12
2,10,47,48,39
171,5,171,56,5
64,76,5,16,42
0,1,11,27,15
0,53,35,104,3
3,87,12,3,49
14,74,30,15,66
107,80,16,41,152
51,6,37,26,40
96,121,8,55,19
62,23,121,41,44
7,79,104,26,0
18,18,9,7,94
36,53,2,4,20
77,42,31,48,30
140,125,31,32,19
111,111,52,10,22
54,6,81,1,12
94,40,25,39,11
40,16,165,3,27
13,57,107,70,3
24,44,137,28,17
103,36,30,76,10
122,8,137,10,16
16,62,97,20,31
55,36,3,63,9
48,19,3,41,51
141,22,78,1,21
31,68,0,15,44
57,46,0,10,34
10,48,46,19,12
159,117,0,34,9
37,59,60,66,8
54,43,29,24,41
39,37,91,10,21
65,67,21,35,46
99,41,49,48,64
23,16,16,20,10
50,16,39,11,24
77,48,0,102,25
1,43,94,16,23
34,44,10,18,132
0,30,26,21,102
26,49,3,0,9
4,16,20,39,7
80,39,49,15,28
190,5,15,63,37
29,44,106,52,27
97,15,25,63,94
9,48,95,27,11
71,15,52,13,73
2,17,61,8,47
20,43,50,74,97
10,90,15,23,12
78,43,94,3,81
127,78,138,1,10
52,50,2,37,7
16,32,16,10,13
43,55,34,8,55
9,24,109,28,4
43,2,17,28,24
23,26,14,6,36
42,76,13,3,27
8,106,176,2,52
175,7,9,65,72
18,65,128,14,54
97,20,98,14,20
7,47,42,36,10
12,68,1,19,33
38,97,3,6,10
8,19,3,11,47
103,93,77,12,10
68,6,59,22,8
15,57,49,9,7
19,92,21,14,55
29,23,15,100,9
2,73,21,38,51
39,2,40,95,68
27,80,36,62,14
104,27,27,36,36
9,22,8,60,33
40,6,39,14,58
83,21,4,29,73
23,18,37,38,42
129,25,20,3,46
30,78,124,31,20
2,37,37,59,11
100,0,0,12,108
114,79,16,13,63
61,8,11,16,4
105,16,161,12,13
19,95,170,5,22
139,35,36,5,14
19,26,28,86,117
63,139,27,88,68
49,15,67,76,14
72,36,9,0,66
55,27,14,100,43
8,95,61,5,3
71,48,11,56,52
31,10,110,47,36
6,7,86,0,0
6,27,70,22,20
12,20,29,21,25
20,51,22,61,13
44,38,60,34,53
41,130,58,35,12
83,18,37,36,66
17,29,44,22,5
22,18,35,6,88
99,79,26,11,52
75,92,15,19,28
22,25,20,60,1
54,6,114,1,8
90,45,139,18,16
34,72,12,2,63
8,61,22,68,60
76,83,15,92,9
5,80,3,52,4
3,5,28,57,31
49,95,11,21,1
4,52,145,22,5
27,19,9,8,36
67,26,34,75,32
54,60,14,7,13
21,1,6,24,5
18,74,44,36,23
2,41,15,0,3
11,49,102,30,31
10,160,38,104,1
34,15,19,37,15
103,121,57,15,12
19,2,17,78,12
82,112,22,30,21
75,49,56,43,35
18,5,33,50,0
4,28,35,1,8
28,12,64,15,31
114,50,54,45,19
22,60,111,25,14
70,60,109,9,63
90,36,61,23,6
137,71,57,73,75
2,137,91,36,8
102,18,107,61,0
26,37,55,1,38
2,35,72,72,14
40,31,20,7,50
25,86,2,0,57
127,66,13,27,10
47,17,42,12,54
7,41,27,9,19
36,73,73,3,9
2,31,77,97,9
25,3,29,40,8
25,39,15,0,15
21,7,16,10,8
45,88,37,120,34
78,36,8,12,8
8,27,49,109,24
25,4,19,79,19
76,30,7,127,23
19,73,20,17,66
12,35,76,45,91
79,55,10,51,21
112,35,23,2,1
53,70,46,51,38
1,79,32,52,16
41,84,19,25,4
51,51,37,80,75
104,39,39,9,21
4,54,6,101,53
10,58,51,41,4
21,59,37,143,0
47,27,67,39,16
37,51,1,0,6
50,47,110,0,45
113,95,18,28,47
21,3,15,40,35
25,123,60,20,9
20,91,55,8,6
43,59,37,28,32
102,29,4,62,7
20,91,48,100,29
33,60,5,146,1
16,53,97,9,15
46,3,49,38,10
11,11,47,37,54
44,5,4,9,75
64,219,27,18,40
3,87,105,94,43
4,31,3,60,31
0,106,12,14,50
92,35,62,14,0
86,32,66,79,14
101,7,36,6,0
35,119,10,62,48
113,70,26,10,15
54,34,1,9,8
52,75,27,94,84
32,11,42,23,39
45,10,9,7,37
6,5,28,59,4
15,20,50,18,2
67,4,2,35,3
3,130,163,0,20
23,40,39,16,6
95,21,63,21,40
10,83,3,104,41
85,68,117,14,32
84,4,20,30,2
37,28,3,7,0
15,30,31,5,26
25,24,3,1,5
55,46,33,50,47
108,59,58,44,22
64,20,34,30,0
17,14,11,100,38
74,23,7,11,42
5,48,37,7,34
10,19,1,37,2
89,114,70,13,93
11,20,10,0,49
9,80,26,13,13
43,32,95,26,22
12,32,54,29,13
92,30,6,70,11
77,55,43,105,3
151,34,223,20,0
60,88,13,29,57
188,59,39,27,8
2,99,26,32,14
125,52,0,37,63
40,10,125,17,62
131,75,23,14,1
86,12,56,50,45
48,71,37,15,24
70,59,94,11,0
51,55,108,73,28
37,80,139,10,103
28,5,84,19,66
7,19,48,2,22
8,64,111,12,14
70,56,7,25,16
11,18,48,36,6
79,43,19,1,1
25,34,52,0,26
3,77,17,1,32
50,117,0,27,74
0,78,15,10,27
64,79,32,83,30
2,13,1,29,80
11,155,101,8,30
52,10,12,15,84
46,72,37,47,86
80,48,68,12,106
80,46,12,25,42
154,54,98,14,1
37,91,4,28,6
17,12,22,41,54
18,37,25,63,10
21,61,48,33,30
92,29,6,69,21
52,18,12,21,10
14,90,85,74,3
20,16,99,11,19
57,7,18,10,32
170,15,72,120,4
53,1,22,121,2
73,53,4,31,5
63,13,66,13,49
7,24,29,38,2
17,47,10,17,7
16,52,17,10,27
29,68,15,25,65
113,9,3,110,14
7,8,11,160,27
67,59,22,24,10
27,10,23,80,5
43,14,5,30,18
59,19,139,170,39
19,0,3,30,8
16,94,92,17,60
49,73,45,21,81
130,10,83,1,17
128,16,13,17,32
5,25,53,15,3
0,18,53,0,22
82,22,132,2,29
32,6,19,4,55
159,102,20,4,7
26,13,34,39,33
51,119,44,2,18
11,120,79,38,4
54,57,36,28,3
67,11,40,37,27
4,18,42,29,43
50,61,25,85,3
117,17,37,9,170
77,62,10,82,18
23,75,85,45,2
24,124,36,37,31
55,42,84,31,0
9,0,35,4,34
26,7,30,29,9
32,100,88,59,5
27,140,1,6,6
147,23,19,45,72
49,7,72,21,12
30,66,36,23,30
17,69,20,31,20
32,24,87,12,7
127,101,57,0,52
110,26,66,5,11
31,94,8,4,3
50,69,10,15,176
130,43,22,38,42
10,35,49,58,12
36,62,19,29,17
5,96,209,28,19
49,88,1,43,4
81,114,65,98,1
30,125,35,99,7
17,27,5,35,21
75,82,33,104,12
18,218,133,21,27
32,38,17,24,25
13,19,94,2,27
74,6,12,19,2
3,57,55,2,60
33,46,3,6,42
14,39,11,73,5
20,133,64,1,5
134,48,43,33,6
3,87,1,4,45
52,44,46,11,45
71,22,4,7,103
42,51,25,21,25
77,4,121,11,14
74,158,33,96,61
131,12,99,76,13
11,18,74,36,45
111,136,97,27,7
3,1,11,94,24
165,31,29,34,10
213,40,7,7,36
22,78,27,32,3
45,52,13,31,35
25,39,3,20,15
98,12,62,95,4
28,58,83,99,45
39,90,84,12,21
44,18,51,44,0
65,7,22,37,53
34,23,93,79,77
25,83,55,53,5
115,27,25,9,14
120,55,83,5,96
109,19,53,18,23
42,109,74,13,57
105,91,127,19,3
29,37,123,47,6
76,84,205,8,103
92,16,3,55,17
79,43,67,2,17
1,1,34,45,7
99,88,5,49,6
47,22,5,6,93
27,38,36,201,0
86,85,74,36,18
86,135,134,82,17
41,27,77,42,6
134,18,30,0,6
23,6,46,0,45
82,43,30,54,38
51,59,56,36,0
21,45,67,49,15
98,32,36,36,15
39,92,18,23,34
30,120,19,72,59
48,80,5,6,5
60,78,10,17,14
24,9,23,37,7
50,188,34,93,40
72,30,10,145,26
10,41,95,11,44
64,27,1,92,30
121,145,15,1,3
92,39,26,14,10
10,16,71,5,31
40,21,9,1,29
11,11,50,99,12
13,13,43,10,4
68,59,6,32,5
56,30,60,28,53
4,94,29,2,93
5,38,27,33,5
14,39,102,18,41
25,19,11,74,47
6,104,21,31,43
0,130,79,36,2
1,119,155,37,33
39,51,39,8,14
3,15,72,46,1
155,2,8,24,25
91,4,15,15,8
40,0,12,5,40
103,39,21,109,5
84,37,5,10,32
93,29,1,44,7
111,14,0,45,49
22,1,9,25,20
20,58,0,77,26
121,44,30,19,57
69,127,26,12,28
12,58,20,7,1
15,44,6,154,18
14,54,12,18,6
2,44,29,63,5
25,32,19,1,114
220,74,31,16,50
157,93,70,45,31
99,7,47,17,1
26,175,30,94,93
28,51,103,4,6
23,106,4,6,26
4,26,58,5,15
119,22,17,24,77
108,17,25,0,17
161,111,4,39,144
17,8,43,18,63
22,53,46,13,3
49,4,110,58,20
88,21,18,1,2
21,13,55,3,5
21,58,76,19,15
5,40,6,20,33
74,36,72,15,14
14,140,62,0,24
122,41,2,4,16
44,66,12,43,52
88,30,39,43,29
29,173,49,74,48
55,11,17,24,1
34,19,32,6,8
97,74,20,194,10
113,7,30,3,26
39,110,17,41,12
7,41,57,16,31
98,15,7,33,6
38,46,65,76,3
22,61,60,107,14
146,83,81,33,0
92,69,13,20,11
34,53,36,130,12
30,0,113,106,24
80,50,39,23,5
34,59,27,5,20
93,15,27,23,95
73,87,120,2,51
57,6,22,70,16
25,32,3,28,74
12,4,106,15,11
94,84,10,5,7
14,11,91,36,42
27,28,12,30,10
153,141,21,9,24
137,21,28,12,11
24,7,167,52,50
153,40,6,55,33
102,4,47,45,12
61,15,22,53,1
20,1,28,81,5
95,65,9,36,58
87,130,84,8,64
71,24,12,7,33
63,9,64,2,20
43,11,9,9,47
144,2,0,13,48
133,97,120,34,36
35,30,34,57,2
35,32,52,98,2
99,59,20,13,59
54,25,22,85,4
27,31,1,0,13
12,24,56,28,8
57,1,40,4,9
11,65,74,11,84
76,86,65,19,47
17,50,18,36,90
82,91,13,61,29
99,58,10,32,73
27,5,75,3,33
19,35,2,117,4
111,22,143,37,5
80,27,34,10,73
74,5,15,26,51
50,90,48,5,18
62,43,47,28,6
13,9,48,205,25
16,68,8,35,4
24,12,7,22,1
31,40,117,22,112
46,22,27,60,50
14,42,13,7,11
18,2,2,3,105
26,53,9,28,5
6,77,7,46,50
28,30,87,29,18
24,65,0,2,49
55,21,16,29,3
45,22,32,30,0
64,19,12,0,5
9,40,20,3,87
59,120,46,24,56
17,8,23,37,32
66,18,7,1,16
76,23,7,36,79
113,13,153,74,44
188,40,7,23,10
36,22,12,32,42
56,144,72,4,68
57,102,44,2,1
130,87,20,4,35
15,6,5,41,22
48,12,13,27,9
18,41,121,19,2
14,24,55,29,56
145,78,111,20,61
151,64,65,12,70
73,13,61,7,82
77,28,32,11,7
12,32,5,73,68
19,52,2,21,14
88,37,32,64,2
78,9,60,57,7
5,30,20,1,31
42,44,13,82,21
62,13,45,28,0
0,29,70,183,14
58,1,11,1,19
116,15,11,20,7
72,51,73,117,11
21,9,36,7,16
39,33,89,19,33
2,60,35,27,22
83,42,115,2,34
87,42,53,48,55
106,56,5,17,17
10,24,68,26,74
17,8,46,19,68
36,12,38,109,3
90,96,51,10,6
99,20,75,33,56
90,5,21,50,0
36,123,31,38,78
63,85,26,41,46
72,2,8,54,43
21,42,64,1,4
100,18,46,14,44
15,51,27,9,17
99,6,49,10,6
26,44,107,18,129
8,108,14,88,10
19,3,43,42,19
100,37,33,24,26
147,50,81,8,19
29,7,44,9,9
107,85,16,34,20
63,126,56,163,79
71,122,40,18,79
3,168,64,18,96
6,21,1,43,89
4,0,42,16,59
8,49,88,11,26
8,141,69,10,23
47,24,126,25,17
60,0,2,93,58
100,14,37,59,3
17,11,37,21,11
33,42,27,32,12
50,69,12,90,17
29,17,4,10,31
12,110,26,4,19
33,5,48,4,6
5,33,23,81,19
8,57,19,57,9
16,14,14,6,12
62,123,32,11,16
57,32,16,35,2
144,118,34,47,65
43,9,26,70,5
46,127,41,17,18
14,126,12,145,30
133,78,10,33,37
83,186,1,33,62
36,27,32,105,23
121,73,3,34,35
102,114,48,27,18
19,90,6,60,10
58,23,9,1,39
0,46,58,83,18
45,55,22,55,27
34,17,68,93,19
72,23,10,14,5
81,14,39,14,30
97,46,25,15,6
88,106,5,4,75
58,49,10,35,13
8,37,19,64,1
72,17,9,21,60
77,15,11,4,45
6,28,13,6,9
2,4,140,32,47
27,93,8,16,40
96,3,11,6,13
95,18,3,15,18
73,17,70,81,42
187,93,64,6,50
141,1,50,8,19
89,101,86,86,9
15,33,132,6,12
17,6,4,29,64
110,77,16,28,9
29,28,5,6,8
29,44,113,194,20
12,76,128,87,10
126,2,2,54,68
23,118,3,61,0
14,80,63,55,2
97,64,39,36,72
1,87,41,105,28
48,91,4,3,23
10,34,67,118,6
54,26,111,11,0
37,23,159,11,54
58,39,55,142,54
16,27,55,69,94
86,97,31,2,10
44,34,96,5,50
14,9,10,15,74
0,42,61,43,27
89,41,175,162,32
17,74,2,30,1
29,21,6,12,29
79,77,69,66,66
44,126,60,10,66
107,4,2,48,26
58,106,11,11,9
107,97,82,1,47
24,94,25,0,38
41,38,24,19,0
17,51,45,59,41
219,94,22,4,6
56,52,21,23,30
111,38,25,12,9
50,32,4,30,61
67,5,2,31,18
12,109,2,0,7
45,47,29,5,25
2,61,12,71,40
107,33,32,9,50
87,127,26,87,36
9,49,0,3,12
33,61,41,20,15
75,48,25,52,3
63,77,70,60,5
123,13,29,2,18
101,49,14,40,58
149,29,24,20,2
78,49,68,78,36
38,12,163,40,11
31,40,19,30,15
73,21,12,42,31
80,94,36,73,20
52,40,37,1,8
26,0,17,33,15
16,12,30,15,166
76,162,64,22,5
27,74,100,0,14
52,31,57,44,26
75,17,52,11,34
63,151,33,21,1
26,20,75,49,3
4,79,16,19,11
6,29,38,15,21
78,10,115,13,7
25,41,67,9,5
57,110,14,7,30
45,5,64,77,0
18,10,19,21,68
31,149,37,2,101
94,73,13,40,43
48,87,13,8,26
54,46,30,1,10
7,28,24,101,22
5,75,21,18,27
18,33,171,0,49
28,108,97,43,15
50,16,23,24,35
7,44,27,75,25
3,41,31,33,5
49,45,105,13,80
112,17,0,30,25
75,46,73,3,4
139,39,38,57,36
33,60,6,17,2
93,28,31,71,61
58,9,65,49,15
10,13,13,40,68
47,7,25,51,87
49,28,92,19,20
94,45,39,15,36
102,58,105,19,90
52,27,8,15,14
164,44,29,0,11
95,24,60,74,68
88,57,56,51,36
160,48,88,2,66
86,59,126,69,45
13,6,1,31,21
28,22,56,28,4
66,42,52,44,13
48,121,58,101,19
163,20,38,57,13
25,27,158,17,20
58,12,60,61,4
56,34,6,65,15
9,84,60,3,27
88,8,51,8,40
76,28,135,16,12
21,13,67,0,8
113,24,49,36,80
41,82,21,15,1
140,14,81,24,60
0,22,5,41,52
97,24,31,8,34
74,96,143,28,6
129,74,40,55,33
10,96,43,23,23
167,13,122,10,78
87,22,4,23,76
44,44,31,2,29
1,17,2,28,16
5,44,7,5,22
31,78,14,6,59
140,22,32,4,35
109,67,41,50,75
10,15,5,0,4
161,23,125,7,68
154,5,51,15,86
20,135,10,14,53
36,22,44,23,35
40,49,58,1,9
7,5,141,55,5
83,53,15,51,66
69,83,7,106,1
15,27,122,41,61
127,76,19,59,7
75,84,76,52,3
41,103,4,29,58
100,19,21,155,6
74,33,2,12,108
66,17,63,22,49
6,118,32,84,56
26,50,10,83,90
38,87,20,88,14
3,23,26,76,54
127,59,111,8,29
17,79,11,57,89
53,18,2,38,16
32,9,10,35,11
52,5,41,4,79
24,4,32,11,1
24,47,31,21,30
101,109,73,47,7
125,6,1,69,105
21,59,3,9,0
47,1,17,17,6
107,44,74,100,15
34,39,15,68,52
35,18,107,20,42
0,20,21,15,11
3,42,10,5,13
108,10,5,122,8
19,16,15,16,26
89,59,41,7,1
111,165,4,12,24
51,23,52,12,59
30,63,74,4,27
86,6,96,3,17
4,23,9,112,65
15,29,38,4,30
107,57,22,26,9
75,20,19,13,86
39,15,19,19,13
83,33,1,26,3
34,6,80,63,33
42,64,68,13,135
189,78,61,46,12
191,91,28,34,39
21,63,5,38,1
97,51,41,15,1
93,47,8,9,24
33,2,18,119,60
70,15,15,11,16
74,29,23,18,13
168,37,102,20,13
4,113,82,12,21
96,31,66,7,12
13,44,28,45,48
65,2,1,26,27
106,42,11,13,84
41,82,11,3,93
102,1,63,2,39
26,18,13,29,14
20,110,36,26,61
69,34,9,44,14
77,1,73,38,39
47,17,21,26,26
73,19,11,0,39
34,22,4,0,12
72,89,82,63,70
43,0,75,9,3
21,13,24,21,119
63,36,57,26,8
121,32,1,72,20
95,7,37,89,17
23,4,88,81,28
54,16,20,78,3
24,43,63,21,47
